id,name,launched,deadline,goal,pledged,backers,outcome,country,currency,category,sub_category
7315,Bust a Gut Tee's (Canceled),3/2/15 0:00,4/1/15 0:00,3100,0,0,canceled,US,USD,Fashion,Apparel
7316,#deCervoProfile2015: Baseball. Neural. Precision.,4/16/15 0:00,6/1/15 0:00,10000,10215,43,successful,US,USD,Technology,Wearables
7317,Let's Get Our Store Opened!,7/3/13 0:00,8/2/13 0:00,15000,6730,31,failed,US,USD,Food,Food
7318,aaaaaaaaaaa (Suspended),7/11/14 0:00,8/10/14 0:00,11,1,1,suspended,US,USD,Food,Food
7319,Artist Gumbo- An interdisciplinary evening of the arts,8/11/12 0:00,9/10/12 0:00,800,850,28,successful,US,USD,Theater,Theater
7320,Cinema of Attractions: Pitch Movies. Get Greenlit.,5/18/16 0:00,6/18/16 0:00,16000,9467,202,failed,US,USD,Games,Tabletop Games
7321,702 Punchlines & Pregnant by Jackie Mason's Lovechild Sheba,11/15/10 0:00,1/20/11 0:00,6600,0,0,failed,US,USD,Theater,Theater
7322,The Old Maid and the Thief and Gianni Schicchi,4/19/11 0:00,5/20/11 0:00,1000,1010,17,successful,US,USD,Music,Classical Music
7323,Heroes: A Definition,4/6/12 0:00,5/21/12 0:00,5000,1395,16,failed,US,USD,Film & Video,Documentary
7324,BE YOUR BAND'S SOUNDMAN,8/21/14 0:00,9/20/14 0:00,4500,11,2,failed,US,USD,Publishing,Academic
7325,GemBreak - A Peggle style puzzle game on Steroids,3/29/16 0:00,4/28/16 0:00,3063.68,31.4,5,failed,DK,DKK,Games,Video Games
7326,Spider Stories: An Animated Film,2/16/13 0:00,4/1/13 0:00,25000,30105.05,690,successful,US,USD,Film & Video,Animation
7327,The Becoming of Garamike,12/19/11 0:00,1/26/12 0:00,2200,2307,82,successful,US,USD,Art,Performance Art
7328,Will Rawls premieres The Planet-Eaters in NYC!,10/2/13 0:00,10/29/13 0:00,8500,9423.1,179,successful,US,USD,Dance,Dance
7329,The Dark Collective,3/10/15 0:00,4/9/15 0:00,25000,141,4,failed,US,USD,Film & Video,Film & Video
7330,"Aberrations: Mixed Media, Artist Residency & Mentorship",11/4/13 0:00,12/10/13 0:00,10000,530,10,canceled,US,USD,Art,Mixed Media
7331,Saving the Planet: Report from Qatar,10/29/12 0:00,11/24/12 0:00,1800,2042,41,successful,US,USD,Journalism,Journalism
7332,The Story of Life - Writing tomorrow's history today,7/13/15 0:00,8/15/15 0:00,25000,4345,39,canceled,US,USD,Technology,Web
7333,No Act of Ours Film,6/22/12 0:00,7/7/12 0:00,15000,16000,196,successful,US,USD,Film & Video,Documentary
7334,True Black Tarot: Art Posters Set 1,1/3/17 0:00,1/23/17 0:00,2000,3446,77,successful,US,USD,Art,Illustration
7335,Jesus Enriquez -Te Voy A Conquistar Album,4/6/15 0:00,5/6/15 0:00,30000,1,1,failed,US,USD,Music,Latin
7336,The Spiel Season 7: Media Coverage of the Board Game World,7/27/12 0:00,9/25/12 0:00,15000,15675,229,successful,US,USD,Games,Tabletop Games
7337,White and Black Elephant Gift Exchange,10/23/15 0:00,11/23/15 0:00,800,529,21,failed,US,USD,Games,Tabletop Games
7338,STORYTELLERS: The Series,6/10/13 0:00,7/10/13 0:00,100000,140949.84,3294,successful,US,USD,Film & Video,Webseries
7339,The Music Box Village finds a home!,6/7/16 0:00,7/6/16 0:00,60000,80387.54,709,successful,US,USD,Art,Public Art
7340,The Book of Sean - A Short Film,8/2/12 0:00,9/1/12 0:00,500,511,14,successful,US,USD,Film & Video,Shorts
7341,BYOB (Brew Your Own Batch) Logbook for craft beer brewing!,12/1/15 0:00,1/15/16 0:00,1500,384,0,undefined,"N,0""",USD,Publishing,Publishing
7342,The Nutcracker - Full Length Ballet,11/17/14 0:00,12/20/14 0:00,3000,3240,11,successful,US,USD,Dance,Performances
7343,Black Circle Coffee Co.,5/19/15 0:00,6/18/15 0:00,79191.61,0,0,failed,GB,GBP,Food,Small Batch
7344,Cool Cat Soft Enamel Pin,10/30/17 0:00,11/19/17 0:00,635,151,13,failed,US,USD,Art,Art
7345,The Highly Unlikely Bipolar Bears Movie Trailer,5/29/17 0:00,6/28/17 0:00,2000,37,4,canceled,US,USD,Film & Video,Comedy
7346,Flight of Fire Ignites the Skies With Their New Album!,8/9/12 0:00,9/8/12 0:00,2400,2845,39,successful,US,USD,Music,Rock
7347,Fin Rooney,7/4/17 0:00,8/3/17 0:00,3286.45,13.15,1,failed,GB,GBP,Music,Music
7348,Create a Better Highland Park with Mi Vida,3/20/15 0:00,5/1/15 0:00,8000,1643,30,failed,US,USD,Design,Civic Design
7349,weasel and gun: variety magazine. issues.,6/14/11 0:00,7/14/11 0:00,3456,185,5,failed,US,USD,Publishing,Periodicals
7350,Beverly The Mil-Brat (Canceled),9/5/11 0:00,11/4/11 0:00,5000,0,0,canceled,US,USD,Publishing,Children's Books
7351,J&B POPCORN: Delicious Homemade Popcorn You Will Love,5/17/16 0:00,6/16/16 0:00,6500,6777,56,successful,US,USD,Food,Restaurants
7352,Culinary Cultivation Project and Estrella Lip Balm,8/27/16 0:00,10/26/16 0:00,10000,23,3,failed,US,USD,Food,Farms
7353,New. Instant digital Photo Album for your big-screen TV,8/24/17 0:00,9/23/17 0:00,17000,700,3,failed,US,USD,Photography,Photography
7354,"""LOVE AT FIRST HEIST"" - a Lo Sci-fi Visual Comedy in Paris",6/23/15 0:00,7/24/15 0:00,40000,29327,113,failed,US,USD,Film & Video,Comedy
7355,Neighborhood Book Exchange Study,8/21/14 0:00,9/20/14 0:00,9500,2472,30,failed,US,USD,Publishing,Academic
7356,Cody Layne Chesser's First Full Length Album!!,3/29/11 0:00,6/28/11 0:00,700,810,8,successful,US,USD,Music,Music
7357,Kingdom Clans 2,5/30/14 0:00,6/29/14 0:00,280,573,22,successful,US,USD,Games,Video Games
7358,Nude Sculptures Made from Molds of Top Runway Models,7/11/12 0:00,9/9/12 0:00,10000,250,1,failed,US,USD,Art,Art
7359,The Yes Men Are Revolting,10/23/12 0:00,12/1/12 0:00,100000,146006.78,2523,successful,US,USD,Film & Video,Documentary
7360,Two brothers fishing,2/10/15 0:00,3/12/15 0:00,2500,0,0,failed,US,USD,Film & Video,Webseries
7361,Woodwish - The One & Only Handcraft unisex Pendant,5/23/16 0:00,6/22/16 0:00,768.88,362.91,6,failed,CA,CAD,Fashion,Fashion
7362,"Max Ribner ~ ""Here in Spirit""",12/23/11 0:00,2/21/12 0:00,5000,5121,79,successful,US,USD,Music,Music
7363,Solaranlage zur Erzeugung mechanischer Energie,7/2/16 0:00,8/3/16 0:00,111559.83,22.31,2,canceled,AT,EUR,Technology,Technology
7364,Mt. Whymper RCAF Airmen Memorial Project,9/12/14 0:00,10/12/14 0:00,2223.8,315.78,6,failed,CA,CAD,Art,Public Art
7365,"Tony ""Q"" needs help in getting a ""Radio Station""!",4/23/15 0:00,5/23/15 0:00,2500000,1,1,failed,US,USD,Music,Pop
7366,Echo Wants Her Voice Back - Debut EP... Get INVOLVED!,12/7/14 0:00,1/17/15 0:00,5694.16,6073.27,0,undefined,"N,0""",GBP,Music,Music
7367,Ends Illuminate is going to Nashville!,12/11/10 0:00,2/14/11 0:00,300,486,15,successful,US,USD,Music,Music
7368,bandynami universal organizer,5/11/15 0:00,6/10/15 0:00,28000,1091,28,failed,US,USD,Design,Product Design
7369,Do you believe in Aliens? We do! They're Here Gear,12/2/13 0:00,1/31/14 0:00,7500,8200,41,successful,US,USD,Fashion,Fashion
7370,The Penned Guin - To Coldly Go...,7/16/17 0:00,8/13/17 0:00,386.23,1071.16,53,successful,GB,GBP,Comics,Comics
7371,Rocky's Poetry Book,10/27/15 0:00,11/26/15 0:00,1000,1580,37,successful,US,USD,Publishing,Poetry
7372,"Scott's book about drugs,lies and deception: Harvesting Lies",7/10/14 0:00,8/9/14 0:00,16000,0,0,canceled,US,USD,Publishing,Nonfiction
7373,From Francis to Frank,10/23/14 0:00,11/22/14 0:00,1800,50,1,failed,US,USD,Film & Video,Drama
7374,Ra Bar - Delicious Snack Bars,9/29/16 0:00,10/29/16 0:00,15000,2315,19,failed,US,USD,Food,Food
7375,Cinder Block,4/11/12 0:00,5/11/12 0:00,10000,10103,51,successful,US,USD,Film & Video,Shorts
7376,iCard (interactive smart paper card ),2/1/17 0:00,3/3/17 0:00,20000,1032,3,failed,US,USD,Technology,Technology
7377,Machu Picchu Dice | Vol.2 - World's First 4 Elements Dice,5/2/17 0:00,6/1/17 0:00,20000,34721,345,successful,US,USD,Design,Product Design
7378,Flying The Energy Matrix: A Powerful Nonfiction Book,8/25/17 0:00,9/15/17 0:00,30200,601,3,failed,US,USD,Publishing,Nonfiction
7379,Help fund ONUFRAK's FIRST ALBUM,6/3/11 0:00,7/5/11 0:00,8500,4550,100,failed,US,USD,Music,Rock
7380,LUMA DICE,11/19/15 0:00,1/13/16 0:00,10299.37,177061.54,4444,successful,AU,AUD,Technology,Hardware
7381,Pizza,7/8/14 0:00,8/7/14 0:00,10,20,2,successful,US,USD,Food,Food
7382,Lalos lollipops,2/23/17 0:00,3/15/17 0:00,1043.9,0,0,failed,MX,MXN,Food,Food
7383,J-Crew Productions - Spy/Action Short Film,1/29/15 0:00,3/1/15 0:00,2500,2600,31,successful,US,USD,Film & Video,Shorts
7384,To The Boss!,4/24/12 0:00,5/24/12 0:00,100000,185,3,failed,US,USD,Games,Video Games
7385,Tesla Man of Light (Canceled),9/27/14 0:00,11/10/14 0:00,79072.22,15890,36,canceled,CA,CAD,Film & Video,Television
7386,"Qüero: Handmade shoes you design, perfect fit using our app!",10/31/17 0:00,12/3/17 0:00,25000,26245,107,successful,US,USD,Fashion,Footwear
7387,Aric Harding and The Exchange:New AlbumThe Corridor of Grace,3/2/13 0:00,4/1/13 0:00,5000,6175,61,successful,US,USD,Music,Rock
7388,Let's Pretend We're Christians and Play in the Snow,6/20/13 0:00,7/15/13 0:00,15000,225,4,failed,US,USD,Publishing,Nonfiction
7389,Double chocolate cookies (Suspended),4/27/15 0:00,5/2/15 0:00,35,0,0,suspended,US,USD,Food,Small Batch
7390,My Lite- Swiss Army Knife of LED Lights,6/23/14 0:00,7/14/14 0:00,1000,2481,20,successful,US,USD,Technology,Camera Equipment
7391,BenchTop Brewing Company:  Innovative Craft Brewing in VA.,1/3/16 0:00,2/2/16 0:00,17500,2425,21,failed,US,USD,Food,Small Batch
7392,Sidekick,6/6/12 0:00,7/11/12 0:00,10000,10518,313,successful,US,USD,Comics,Comics
7393,Help Fund Liz's Designer Jewelry New Jewelry Collection,6/18/12 0:00,7/18/12 0:00,500,165,6,failed,US,USD,Fashion,Fashion
7394,3D SIDEKICK DIRECT PELLET PRINTHEAD (Canceled),8/6/15 0:00,8/27/15 0:00,35000,1913,4,canceled,US,USD,Technology,3D Printing
7395,Pioneering Modern Cuisine in a Maine Downtown Community,8/31/16 0:00,10/15/16 0:00,17000,650,4,failed,US,USD,Food,Restaurants
7396,Order of the Redmen : The Birth of High-Stakes NL TX Hold'em,12/18/15 0:00,1/17/16 0:00,18000,0,0,failed,US,USD,Film & Video,Narrative Film
7397,I-MAGAZINE Magazine,2/7/14 0:00,3/9/14 0:00,8297.38,0,0,failed,GB,GBP,Publishing,Publishing
7398,Retro Gaming Magazine,3/7/12 0:00,4/6/12 0:00,5000,596,16,failed,US,USD,Publishing,Periodicals
7399,ArtsyWartsy Jewelry,10/2/12 0:00,11/1/12 0:00,5000,0,0,failed,US,USD,Fashion,Fashion
7400,Sundwich'n pizza (Canceled),4/13/15 0:00,5/13/15 0:00,45523.52,0,0,canceled,DK,DKK,Food,Food
7401,"Handcrafted retro-style Bluetooth speaker: ""VANILLA""",12/21/16 0:00,1/20/17 0:00,1400,886,12,failed,US,USD,Design,Product Design
7402,Ghosts of New York,10/3/16 0:00,11/2/16 0:00,5000,7606,65,successful,US,USD,Film & Video,Shorts
7403,Snowboard with your own design,10/9/14 0:00,11/18/14 0:00,141141.05,3266.63,18,failed,GB,GBP,Design,Product Design
7404,"From My Heart.....a Hip Hop/R&B album of ""innocent romance""!",9/9/11 0:00,10/16/11 0:00,2000,85,4,failed,US,USD,Music,Hip-Hop
7405,Al's Steakhouse & Sports Bar-Home of our VFW Post #5159,2/5/15 0:00,3/7/15 0:00,77793,0,0,failed,US,USD,Food,Restaurants
7406,P2P Free Language courses,4/27/17 0:00,5/27/17 0:00,12853.47,74.55,2,failed,GB,GBP,Technology,Software
7407,Nakia's Soul Food,9/19/16 0:00,10/25/16 0:00,45000,100,1,failed,US,USD,Food,Food Trucks
7408,"Arlesia Williams, Business Venture Package",2/17/15 0:00,3/19/15 0:00,10000,0,0,failed,US,USD,Publishing,Publishing
7409,PoetryForward,3/1/16 0:00,4/30/16 0:00,17000,1,1,failed,US,USD,Publishing,Poetry
7410,The Focus Ball,12/21/16 0:00,1/22/17 0:00,1900,40,2,failed,US,USD,Technology,Technology
7411,Basket Boy,10/19/16 0:00,11/18/16 0:00,800,0,0,failed,US,USD,Film & Video,Shorts
7412,SeganDawkins 1st album - Mania for the Critical Thinker,10/10/13 0:00,11/9/13 0:00,4000,282,11,failed,US,USD,Music,Electronic Music
7413,Evil Elite Start Up,3/9/16 0:00,5/3/16 0:00,4000,21,2,failed,US,USD,Design,Design
7414,The Lunch Thief,10/21/15 0:00,11/20/15 0:00,250,292,14,successful,US,USD,Publishing,Children's Books
7415,The Burn out: On The Pursuit of Happiness....,6/7/16 0:00,7/7/16 0:00,3140,0,0,failed,US,USD,Film & Video,Film & Video
7416,The Goddess Collection: Copper Body Jewelry,2/10/14 0:00,3/8/14 0:00,2800,233,7,failed,US,USD,Fashion,Fashion
7417,Veridian,11/1/17 0:00,12/1/17 0:00,6000,0,0,failed,US,USD,Games,Video Games
7418,Edgar Wallace Jr. (Gets Saxy in the studio for new C.D.),1/19/12 0:00,3/10/12 0:00,18000,0,0,failed,US,USD,Music,Jazz
7419,Dynamic Colored X-Wing/Attack Wing Template Sets,2/5/15 0:00,3/7/15 0:00,10000,68208.02,677,successful,US,USD,Games,Tabletop Games
7420,Loud Ninja Games - Space Raptors!,10/10/12 0:00,11/9/12 0:00,800,7499.75,126,successful,US,USD,Games,Games
7421,M A R í A - The Adventure of Fighting Treasure,2/8/14 0:00,3/10/14 0:00,3000,3085,70,successful,US,USD,Games,Video Games
7422,Xia: Embers of a Forsaken Star,5/31/16 0:00,6/22/16 0:00,40000,459147.6,6100,successful,US,USD,Games,Tabletop Games
7423,Berry Shire,9/11/13 0:00,10/11/13 0:00,700,95,5,failed,US,USD,Film & Video,Webseries
7424,LinkMe - Personalized Smart Message Wristband,3/6/13 0:00,5/5/13 0:00,100000,35087,265,failed,US,USD,Design,Product Design
7425,TAPIOCA - South American Street Food & Cachaça Bar,3/13/15 0:00,4/4/15 0:00,4244.06,4289.61,70,successful,DK,DKK,Food,Farmer's Markets
7426,Chasing Ivory - The Rescue Album,3/10/17 0:00,4/7/17 0:00,2200,760,7,failed,US,USD,Music,Rock
7427,The Body of the People,8/30/16 0:00,10/2/16 0:00,7000,1205,13,failed,US,USD,Art,Art
7428,In & Around C (2012),6/11/12 0:00,8/10/12 0:00,4000,4470,92,successful,US,USD,Art,Mixed Media
7429,Oathbound: The Fantasy Spaghetti Western Comic Book Series,4/29/16 0:00,5/29/16 0:00,7000,8077,175,successful,US,USD,Comics,Comic Books
7430,The Sammus Theory - NEW ALBUM 2013 PROJECT,10/29/12 0:00,11/28/12 0:00,10000,14350,113,successful,US,USD,Music,Rock
7431,JulesWorks/Santa Fe to take my film treatment into pre-production in Nov. ,10/15/09 0:00,11/15/09 0:00,2500,0,0,failed,US,USD,Film & Video,Narrative Film
7432,Jefferson Township Haunted House - Re-Build the Vortex!,6/29/15 0:00,7/29/15 0:00,3000,5,1,failed,US,USD,Theater,Immersive
7433,AudioForge Poppy Project,5/5/16 0:00,6/4/16 0:00,3922.18,681.68,16,failed,CA,CAD,Art,Performance Art
7434,No Blank Left Behind: Formerly Blank This Game!,1/26/17 0:00,3/1/17 0:00,12000,985,22,failed,US,USD,Games,Tabletop Games
7435,Holiday donut enamel pins,8/30/17 0:00,9/14/17 0:00,1000,138,6,failed,US,USD,Art,Art
7436,Kendrick & Co. Cheap Premium Clothes,11/30/16 0:00,12/30/16 0:00,567.15,76.57,2,failed,DK,DKK,Fashion,Fashion
7437,Lets Teach Sustainable Urban Farming / Homesteading Together,10/20/14 0:00,11/19/14 0:00,15000,487,13,failed,US,USD,Food,Farms
7438,A Diamond In My Pocket - Young Adult Fantasy Book,2/18/14 0:00,3/20/14 0:00,6800,1607,43,failed,US,USD,Publishing,Fiction
7439,Isla Traena - a short film,8/10/15 0:00,9/1/15 0:00,6851.82,10312.53,82,successful,GB,GBP,Film & Video,Film & Video
7440,Marathon Gold (This Generation's Gatorade But MG is Organic),6/12/17 0:00,7/12/17 0:00,20000,52,2,failed,US,USD,Food,Drinks
7441,Most populated US cities T-shirts,8/12/17 0:00,9/11/17 0:00,10000,11,2,failed,US,USD,Fashion,Apparel
7442,Completing a Game Development Book!,10/11/12 0:00,11/10/12 0:00,3000,20,2,failed,US,USD,Publishing,Nonfiction
7443,FIRST Team NRG 4055 Season 2015,4/6/15 0:00,4/26/15 0:00,2000,2072,29,successful,US,USD,Technology,Robots
7444,Luck of the Leprechauns,5/19/14 0:00,6/18/14 0:00,9247.27,23.12,1,failed,CA,CAD,Games,Tabletop Games
7445,The Inmates Are Running The Asylum!,12/16/14 0:00,1/15/15 0:00,10000,890,25,failed,US,USD,Games,Playing Cards
7446,Tommy's Birthday Music Project - Phase 3,2/8/11 0:00,3/11/11 0:00,870,870,20,successful,US,USD,Music,Jazz
7447,ice cubed,10/18/12 0:00,11/17/12 0:00,40000,5593,30,failed,US,USD,Food,Food
7448,Now I know what Love is,4/27/16 0:00,6/1/16 0:00,3500,4015,30,successful,US,USD,Publishing,Publishing
7449,Spaceland the Album,3/11/11 0:00,4/11/11 0:00,1000,1100,40,successful,US,USD,Music,Music
7450,Cloudbusting,2/3/16 0:00,3/4/16 0:00,2123.68,58.05,5,failed,GB,GBP,Comics,Graphic Novels
7451,My Artwork Explosion.,6/16/14 0:00,7/31/14 0:00,4206.42,1144.15,5,failed,GB,GBP,Art,Painting
7452,"Women's Impact on Engineering, Technology and Enterprise",6/14/14 0:00,7/29/14 0:00,1177.8,10.1,2,failed,GB,GBP,Technology,Technology
7453,"The Wobblemasterz debut music video ""Hustlers""",9/6/11 0:00,9/21/11 0:00,5000,5450,20,successful,US,USD,Film & Video,Film & Video
7454,NECKTECH-Rx – Love Your TECH Without KILLING Your NECK™,7/27/16 0:00,8/26/16 0:00,75000,8953,107,failed,US,USD,Design,Product Design
7455,Talennet,9/6/14 0:00,10/3/14 0:00,25232.14,0,0,failed,NL,EUR,Technology,Web
7456,DC2: Dual Carry Clip,1/31/16 0:00,3/1/16 0:00,500,1834,43,successful,US,USD,Design,Product Design
7457,"""Best Ice Coffee on the Planet"" must RE-TOOL to keep GROWING",12/16/13 0:00,1/15/14 0:00,25000,560,11,canceled,US,USD,Food,Food
7458,Gypsy Donut Food Truck - Mobile Awesome,2/27/14 0:00,3/29/14 0:00,30000,15438,76,failed,US,USD,Food,Food
7459,Wreck'd - A new comedy series,1/10/11 0:00,2/24/11 0:00,15000,330,5,failed,US,USD,Film & Video,Webseries
7460,Tarp Lake,7/14/12 0:00,8/13/12 0:00,2500,800,24,failed,US,USD,Art,Public Art
7461,Divine right Kingdom of the realm RISK with a royal dynasty.,1/13/14 0:00,1/28/14 0:00,714.6,0,0,failed,CA,CAD,Games,Games
7462,Lucca Milano | Gorgeous Italian Leather iPhone Cases,2/27/17 0:00,3/29/17 0:00,749.46,155.14,2,failed,CA,CAD,Fashion,Accessories
7463,Board in the City CIC - Southampton (Canceled),10/6/15 0:00,11/5/15 0:00,19679.68,4718.6,47,canceled,GB,GBP,Games,Tabletop Games
7464,"Recycled CD ""Pet"" Artwork",6/30/12 0:00,7/16/12 0:00,200,30,5,failed,US,USD,Art,Painting
7465,The Nursie,9/1/16 0:00,9/21/16 0:00,6000,1,1,failed,US,USD,Crafts,Crafts
7466,Pabellón Lacustre. MEXTRÓPOLI,2/25/17 0:00,3/27/17 0:00,2136.3,254.22,6,failed,MX,MXN,Design,Architecture
7467,A recontextualisation of viewership,11/28/12 0:00,1/27/13 0:00,791.69,7.92,1,failed,GB,GBP,Art,Conceptual Art
7468,LOVE TOMORROW - a love story about two dancers,10/6/13 0:00,11/2/13 0:00,8040.14,9522.74,47,successful,GB,GBP,Film & Video,Narrative Film
7469,FUNDING FOR THE NEW MALFORD MILLIGAN RECORDING (Canceled),5/2/11 0:00,6/1/11 0:00,20000,1745,17,canceled,US,USD,Music,Music
7470,Self Scientist - A whole new way to learn!,11/3/16 0:00,12/13/16 0:00,48000,1449.15,16,failed,US,USD,Technology,Software
7471,SNAP : Design Your Own Furniture,5/5/15 0:00,6/11/15 0:00,15000,57440,448,successful,US,USD,Design,Product Design
7472,Vagabond Opera's New Dynamic Album,5/10/11 0:00,6/9/11 0:00,5000,5400,111,successful,US,USD,Music,World Music
7473,Deviate Watches - Disrupt the Standard,5/4/15 0:00,6/10/15 0:00,8128.1,9118.1,115,successful,CA,CAD,Fashion,Accessories
7474,Trauma,1/31/14 0:00,4/1/14 0:00,497.16,604.88,14,successful,GB,GBP,Film & Video,Shorts
7475,CLAY,8/22/14 0:00,9/26/14 0:00,200000,6,2,failed,US,USD,Film & Video,Narrative Film
7476,NTX Lures,7/9/15 0:00,7/30/15 0:00,200,36,1,failed,US,USD,Crafts,Crafts
7477,8 Count,2/28/16 0:00,3/29/16 0:00,300,0,0,failed,US,USD,Film & Video,Drama
7478,"""Endurance: Earthquake Nepal"" a Photobook by Omar Havana",3/31/16 0:00,5/5/16 0:00,27000,29348,321,successful,US,USD,Photography,Photobooks
7479,Alice Superbrain - The Twin Section,1/10/12 0:00,3/2/12 0:00,2500,2507,54,successful,US,USD,Art,Performance Art
7480,CLIQUE -  The Card Game,11/1/11 0:00,12/31/11 0:00,3000,1621,41,failed,US,USD,Games,Tabletop Games
7481,Awesome Animal Portraits. NOW with $3 prints!,2/3/15 0:00,2/15/15 0:00,250,397,23,successful,US,USD,Art,Illustration
7482,The Kitchen Flipper Multi-Surface Board,10/22/15 0:00,11/1/15 0:00,2500,1,1,failed,US,USD,Crafts,Woodworking
7483,"Raptor Claw: A Hunting, EDC, and Outdoor Lifestyle MultiTool",3/9/17 0:00,4/17/17 0:00,40000,2335,13,failed,US,USD,Design,Product Design
7484,KiwiToKiwi prototype website - Peer to peer services NZ,12/13/17 0:00,1/11/18 0:00,3628.18,25.21,3,live,NZ,NZD,Technology,Software
7485,Metal Militia Comic,12/9/16 0:00,1/8/17 0:00,7500,9097,233,successful,US,USD,Comics,Comics
7486,Numero Noir Boots - Handcrafted in France -,6/16/15 0:00,7/16/15 0:00,6048.83,9723.86,55,successful,FR,EUR,Fashion,Footwear
7487,Nala the Little Elephant - a story coloring book,6/17/15 0:00,7/31/15 0:00,3000,3362,50,successful,US,USD,Publishing,Children's Books
7488,Protective Apple Watch Case,4/7/15 0:00,5/7/15 0:00,50000,0,0,failed,US,USD,Technology,Wearables
7489,Mobile phone app designed to assist parents,7/18/17 0:00,8/17/17 0:00,25000,25,1,failed,US,USD,Technology,Apps
7490,Tiuro Pen ZERO - World's Most Minimalist Pen,3/21/17 0:00,4/28/17 0:00,10286.61,6016.12,85,canceled,HK,HKD,Design,Product Design
7491,Crazy Heart,7/31/17 0:00,9/9/17 0:00,7500,0,0,canceled,US,USD,Music,Country & Folk
7492,Civil War GAR Memorial Preservation,4/15/16 0:00,6/14/16 0:00,5000,45,3,failed,US,USD,Art,Sculpture
7493,Full frame camera bag Kangourou FX Pro,9/25/17 0:00,11/9/17 0:00,30883.26,4038.13,58,failed,FR,EUR,Design,Design
7494,VideoGarage App Sell anything in your garage 1 min. video,2/10/15 0:00,3/12/15 0:00,50000,0,0,failed,US,USD,Film & Video,Film & Video
7495,Iga Shadow Demon Limited Edition Print,4/18/16 0:00,5/3/16 0:00,1200,300,7,failed,US,USD,Art,Illustration
7496,The Ultimate Retropie Handheld,3/1/17 0:00,3/31/17 0:00,30000,4175,14,canceled,US,USD,Games,Gaming Hardware
7497,"LightBox: The light switch, re-invented.",10/13/15 0:00,11/16/15 0:00,65000,32713.55,316,failed,US,USD,Design,Product Design
7498,CAT in WATER,2/25/11 0:00,5/27/11 0:00,7500,8462,123,successful,US,USD,Journalism,Journalism
7499,Edit and Publish Say Yes by Audrey Dillon,5/2/14 0:00,6/1/14 0:00,5200,0,0,failed,US,USD,Publishing,Fiction
7500,The Many Faces of George Grosz #2,3/20/14 0:00,4/19/14 0:00,487.87,706.25,34,successful,AU,AUD,Comics,Comics
7501,thinklabs Wrap Up,4/2/12 0:00,5/4/12 0:00,60000,6660,199,failed,US,USD,Design,Product Design
7502,Isle of Monsters - A Monster Wrangling Game for 2-5 Players,8/2/16 0:00,8/24/16 0:00,5000,30013.52,1034,successful,US,USD,Games,Tabletop Games
7503,"Treble Makers Presents: Stay the Night, A Music Video!",11/17/15 0:00,11/22/15 0:00,750,875,24,successful,US,USD,Film & Video,Music Videos
7504,Ballroom Dancing for Tough Guys,12/6/12 0:00,1/2/13 0:00,5000,0,0,failed,US,USD,Dance,Dance
7505,The Come Down EP,3/8/15 0:00,3/15/15 0:00,50,11,2,failed,US,USD,Music,Hip-Hop
7506,TOTEM,8/4/15 0:00,8/24/15 0:00,6156.5,1837.71,35,failed,GB,GBP,Art,Installations
7507,The Peanut Gallery Players Inaugural Season! (Canceled),5/10/13 0:00,6/9/13 0:00,5000,200,2,canceled,US,USD,Theater,Theater
7508,Set in Stone ( Funded ) nothing more than a shop now,10/23/15 0:00,12/22/15 0:00,1500,35,2,failed,US,USD,Crafts,Crafts
7509,"Stealing Time Magazine, vol I, iss 1: Genesis",6/18/12 0:00,7/3/12 0:00,8000,9555.22,216,successful,US,USD,Publishing,Periodicals
7510,Monitoreo Ambiental Ciudadano,11/18/16 0:00,12/18/16 0:00,16914.75,188.48,3,failed,MX,MXN,Technology,Hardware
7511,The Sing-Along band are Recording Their Second Album!,3/20/14 0:00,5/18/14 0:00,13472.55,14299.43,161,successful,GB,GBP,Music,Music
7512,Delivery Day Fund Drive,11/9/11 0:00,12/9/11 0:00,350,570,15,successful,US,USD,Film & Video,Shorts
7513,Arkson - The CD Funding Caper,6/5/15 0:00,6/12/15 0:00,284.48,317,11,successful,CA,CAD,Music,Indie Rock
7514,Until a Quarter to Ten,5/25/16 0:00,6/8/16 0:00,250,87.2,16,failed,US,USD,Publishing,Publishing
7515,sweep | Scanning LiDAR,3/2/16 0:00,4/11/16 0:00,230000,272990,1010,successful,US,USD,Technology,Robots
7516,You Suck at Piano: A Piano Method Book for Adults,8/8/17 0:00,10/7/17 0:00,8000,81595.37,3277,successful,US,USD,Music,Music
7517,Ruby Bells,5/19/15 0:00,6/28/15 0:00,2500,906,0,undefined,"N,0""",USD,Music,Music
7518,HG Chicken! Bobcat Goldthwait as an Evil Mutant Chicken,10/20/14 0:00,11/20/14 0:00,8500,8560,30,successful,US,USD,Film & Video,Animation
7519,The NOLA Interviews Book Project,6/19/12 0:00,7/19/12 0:00,2000,100,4,failed,US,USD,Journalism,Journalism
7520,MATO,10/24/15 0:00,12/23/15 0:00,109470.27,0,0,failed,FR,EUR,Crafts,Crafts
7521,All-Female HAMLET for L.A. Women's Shakespeare Company,12/17/12 0:00,2/15/13 0:00,10000,10615,164,successful,US,USD,Theater,Theater
7522,Gyrabol Character Card,11/30/15 0:00,12/31/15 0:00,20,107,12,successful,US,USD,Comics,Comics
